source,question,answer,,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.41. How would you convert a string into an int in Python?,"If a string contains only numerical characters, you can convert it into an integer using the int() function.
 
 >>> int('227')
 227
 
 Let’s check the types:
 
 >>> type('227')
 <class ‘str’>
 
 >>> type(int('227'))
 <class ‘int’>",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.42. How do you take input in Python?,"For taking input from the user, we have the function input(). In Python 2, we had another function raw_input().
 
 The input() function takes, as an argument, the text to be displayed for the task:
 
 >>> a=input('Enter a number')
 Enter a number7
 
 But if you have paid attention, you know that it takes input in the form of a string.
 
 
 >>> type(a)
 <class ‘str’>
 
 Multiplying this by 2 gives us this:
 
 >>> a*=2
 >>> a
 ’77’
 
 So, what if we need to work on an integer instead?
 
 We use the int() function for this.
 
 >>> a=int(input('Enter a number'))
 Enter a number7
 
 Now when we multiply it by 2, we get this:
 
 >>> a*=2
 >>> a
 14",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.43. What is a function?,"When we want to execute a sequence of statements, we can give it a name. Let’s define a function to take two numbers and return the greater number.
 
 >>> def greater(a,b):
 return a is a>b else b
 >>> greater(3,3.5)
 3.5",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.44. What is recursion?,"When a function makes a call to itself, it is termed recursion. But then, in order for it to avoid forming an infinite loop, we must have a base condition.
 
 Let’s take an example.
 
 >>> def facto(n):
 if n==1: return 1
 return n*facto(n-1)
 >>> facto(4)
 24",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.45. What does the function zip() do?,"One of the less common functions with beginners, zip() returns an iterator of tuples.
 
 >>> list(zip(['a','b','c'],[1,2,3]))
 [(‘a’, 1), (‘b’, 2), (‘c’, 3)]
 
 Here, it pairs items from the two lists and creates tuples with those. But it doesn’t have to be lists.
 
 >>> list(zip(('a','b','c'),(1,2,3)))
 [(‘a’, 1), (‘b’, 2), (‘c’, 3)]",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.46. How do you calculate the length of a string?,"This is simple. We call the function len() on the string we want to calculate the length of.
 
 
 >>> len('Ayushi Sharma')
 13",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.47. Explain Python List Comprehension.,"The list comprehension in python is a way to declare a list in one line of code. Let’s take a look at one such example.
 
 >>> [i for i in range(1,11,2)]
 [1, 3, 5, 7, 9]
 
 >>> [i*2 for i in range(1,11,2)]
 [2, 6, 10, 14, 18]",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.48. How do you get all values from a Python dictionary?,"We saw previously, to get all keys from a dictionary, we make a call to the keys() method. Similarly, for values, we use the method values().
 
 >>> 'd' in {'a':1,'b':2,'c':3,'d':4}.values()
 False
 
 >>> 4 in {'a':1,'b':2,'c':3,'d':4}.values()
 True",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.49. What if you want to toggle case for a Python string?,"We have the swapcase() method from the str class to do just that.
 
 >>> 'AyuShi'.swapcase()
 ‘aYUsHI’
 
 Let’s apply some concepts now, shall we? Questions 50 through 52 assume the string ‘I love Python’. You need to do the needful.",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.50. Write code to print only upto the letter t.,">>> i=0
 >>> while s[i]!='t':
 print(s[i],end=’’)
 i+=1
 I love Py",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.51. Write code to print everything in the string except the spaces.,">>> for i in s:
 if i==' ': continue
 print(i,end='')
 IlovePython",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,"Q.52. Now, print this string five times in a row.",">>> for i in range(6):
 print(s)
 I love Python
 
 I love Python
 
 I love Python
 
 I love Python
 
 I love Python
 
 
 I love Python
 
 Okay, moving on to more domains to conquer.",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.53. What is the purpose of bytes() in Python?,"bytes() is a built-in function in Python that returns an immutable bytes object. Let’s take an example.
 
 >>> bytes([2,4,8])
 b’\x02\x04\x08′
 
 >>> bytes(5)
 b’\x00\x00\x00\x00\x00′
 
 >>> bytes('world','utf-8')
 b’world’",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.54. What is a control flow statement?,"A Python program usually starts to execute from the first line. From there, it moves through each statement just once and as soon as it’s done with the last statement, it transactions the program. However, sometimes, we may want to take a more twisted path through the code. Control flow statements let us disturb the normal execution flow of a program and bend it to our will.",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.55. Create a new list to convert the following list of number strings to a list of numbers.,"nums=[‘22’,’68’,’110’,’89’,’31’,’12’]
 
 We will use the int() function with a list comprehension to convert these strings into integers and put them in a list.
 
 >>> [int(i) for i in nums]
 [22, 68, 110, 89, 31, 12]",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,"Q.56. Given the first and last names of all employees in your firm, what data type will you use to store it?","I can use a dictionary to store that. It would be something like this-
 
 {‘first_name’:’Ayushi’,’second_name’:’Sharma’
 
 Top Python Interview Questions and Answers",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.57. How would you work with numbers other than those in the decimal number system?,"With Python, it is possible to type numbers in binary, octal, and hexadecimal.
 
 Binary numbers are made of 0 and 1. To type in binary, we use the prefix 0b or 0B.
 
 >>> int(0b1010)
 10
 
 To convert a number into its binary form, we use bin().
 
 >>> bin(0xf)
 ‘0b1111’
 
 
 Octal numbers may have digits from 0 to 7. We use the prefix 0o or 0O.
 
 >>> oct(8)
 ‘0o10’
 
 Hexadecimal numbers may have digits from 0 to 15. We use the prefix 0x or 0X.
 
 >>> hex(16)
 ‘0x10’
 
 >>> hex(15)
 ‘0xf’
 
 DataFlair’s latest article on Python Numbers with Examples",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.58. What does the following code output?,">>> def extendList(val, list=[]):
 list.append(val)
 return list
 >>> list1 = extendList(10)
 >>> list2 = extendList(123,[])
 >>> list3 = extendList('a')
 >>> list1,list2,list3
 ([10, ‘a’], [123], [10, ‘a’])
 
 You’d expect the output to be something like this:
 
 ([10],[123],[‘a’])
 
 Well, this is because the list argument does not initialize to its default value ([]) every time we make a call to the function. Once we define the function, it creates a new list. Then, whenever we call it again without a list argument, it uses the same list. This is because it calculates the expressions in the default arguments when we define the function, not when we call it.",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.59. How many arguments can the range() function take?,"The range() function in Python can take up to 3 arguments. Let’s see this one by one.
 
 a. One argument
 
 When we pass only one argument, it takes it as the stop value. Here, the start value is 0, and the step value is +1.
 
 >>> list(range(5))
 [0, 1, 2, 3, 4]
 
 >>> list(range(-5))
 []
 
 >>> list(range(0))
 []
 
 b. Two arguments
 
 When we pass two arguments, the first one is the start value, and the second is the stop value.
 
 >>> list(range(2,7))
 
 [2, 3, 4, 5, 6]
 
 >>> list(range(7,2))
 []
 
 >>> list(range(-3,4))
 [-3, -2, -1, 0, 1, 2, 3]
 
 c. Three arguments
 
 Here, the first argument is the start value, the second is the stop value, and the third is the step value.
 
 >>> list(range(2,9,2))
 [2, 4, 6, 8]
 
 >>> list(range(9,2,-1))
 [9, 8, 7, 6, 5, 4, 3]",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.60. What is PEP 8?,"PEP 8 is a coding convention that lets us write more readable code. In other words, it is a set of recommendations.",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.61. How is Python different from Java?,"Python vs Java - Which is best for Beginners
 
 Following is the comparison of Python vs Java –
 
 Java is faster than Python
 Python mandates indentation. Java needs braces.
 Python is dynamically-typed; Java is statically typed.
 Python is simple and concise; Java is verbose
 Python is interpreted
 Java is platform-independent
 Java has stronger database-access with JDBC
 Python vs Java, the most commonly asked python interview question for freshers.
 
 Learn it in detail – Python vs Java for Interview",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.62. What is the best code you can write to swap two numbers?,"I can perform the swapping in one statement.
 
 
 >>> a,b=b,a
 Here’s the entire code, though-
 
 >>> a,b=2,3
 >>> a,b=b,a
 >>> a,b
 (3, 2)",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,Q.63. How can you declare multiple assignments in one statement?,"This is one of the most asked interview questions for Python freshers –
 
 There are two ways to do this:
 
 First – 
 
 >>> a,b,c=3,4,5 #This assigns 3, 4, and 5 to a, b, and c respectively
 Second – 
 
 >>> a=b=c=3 #This assigns 3 to a, b, and c",,,,,
https://data-flair.training/blogs/top-python-interview-questions-answer/,"Q.64. If you are ever stuck in an infinite loop, how will you break out of it?","For this, we press Ctrl+C. This interrupts the execution. Let’s create an infinite loop to demonstrate this.
 
 >>> def counterfunc(n):
 while(n==7):print(n)
 >>> counterfunc(7)
 7
 
 7
 
 7
 
 7
 
 7
 
 7
 
 7
 
 7
 
 7
 
 7
 
 7
 
 7
 
 7
 
 7
 
 7
 
 7
 
 7
 
 Traceback (most recent call last):
 
 File ""<pyshell#332>"", line 1, in <module>
 
 
 counterfunc(7)
 
 File ""<pyshell#331>"", line 2, in counterfunc
 
 while(n==7):print(n)
 
 KeyboardInterrupt
 
 Technical Python Interview Questions and Answers",,,,,
